id_copia;fecha_alquiler;fecha_devolucion;dni;nombre;apellido_1;apellido_2;email;telefono;codigo_postal;fecha_nacimiento;numero;piso;letra;calle;extension;titulo;genero;sinopsis;director
148;31/01/2024;01/02/2024;2950461K;Maria rosa;Herrera;Nuñez;maria rosa.herrera.nuñez@gmail.com;674343471;47003;24/07/2003;76;3;D;Pablo Picasso;3D;La ventana indiscreta;Thriller;Un reportero fotográfico se ve obligado a permanecer en reposo con una pierna escayolada. A pesar de la compañía de su novia y de su enfermera, procura escapar al tedio, observando desde la ventana de su apartamento con unos prismáticos lo que ocurre en las viviendas de enfrente. Debido a una serie de extrañas circunstancias empieza a sospechar de un vecino cuya mujer ha desaparecido.;Alfred Hitchcock
148;02/02/2024;;2950461K;Maria rosa;Herrera;Nuñez;maria rosa.herrera.nuñez@gmail.com;674343471;47003;24/07/2003;76;3;D;Pablo Picasso;3D;La ventana indiscreta;Thriller;Un reportero fotográfico se ve obligado a permanecer en reposo con una pierna escayolada. A pesar de la compañía de su novia y de su enfermera, procura escapar al tedio, observando desde la ventana de su apartamento con unos prismáticos lo que ocurre en las viviendas de enfrente. Debido a una serie de extrañas circunstancias empieza a sospechar de un vecino cuya mujer ha desaparecido.;Alfred Hitchcock
149;17/01/2024;;5653366N;Maria nieves;Lozano;Leon;maria nieves.lozano.leon@gmail.com;680082585;47003;06/01/2002;21;2;Der.;Hernán Cortés;2Der.;La ventana indiscreta;Thriller;Un reportero fotográfico se ve obligado a permanecer en reposo con una pierna escayolada. A pesar de la compañía de su novia y de su enfermera, procura escapar al tedio, observando desde la ventana de su apartamento con unos prismáticos lo que ocurre en las viviendas de enfrente. Debido a una serie de extrañas circunstancias empieza a sospechar de un vecino cuya mujer ha desaparecido.;Alfred Hitchcock
150;17/01/2024;;1638778M;Angel;Lorenzo;Caballero;angel.lorenzo.caballero@gmail.com;698073069;47008;30/07/2011;82;1;Izq.;Sol;1Izq.;En el bosque de la luz de las luciérnagas;Romántica;Cuando era pequeña, Hotaru se perdió en el bosque cerca del lugar donde va todos los veranos, la casa de su tío. Allí tuvo un extraño encuentro con Gin que la ayuda a encontrar el camino de vuelta. Gin es un joven que lleva una máscara blanca y que, debido a un hechizo, no puede ser tocado por ningún humano. Ella empieza a visitarlo todos los veranos según va creciendo, mientras espera la llegada del verano, para que su tiempo juntos continúe.;Takahiro Omori
151;27/01/2024;;8440344B;Nicolas;Marquez;Castro;nicolas.marquez.castro@gmail.com;655351776;47009;23/11/2014;95;2;C;Bartolomé Esteban Murillo;2C;En el bosque de la luz de las luciérnagas;Romántica;Cuando era pequeña, Hotaru se perdió en el bosque cerca del lugar donde va todos los veranos, la casa de su tío. Allí tuvo un extraño encuentro con Gin que la ayuda a encontrar el camino de vuelta. Gin es un joven que lleva una máscara blanca y que, debido a un hechizo, no puede ser tocado por ningún humano. Ella empieza a visitarlo todos los veranos según va creciendo, mientras espera la llegada del verano, para que su tiempo juntos continúe.;Takahiro Omori
152;05/01/2024;06/01/2024;5377492T;Felix;Rivera;Santiago;felix.rivera.santiago@gmail.com;612835036;47004;28/11/2001;97;4;A;Bartolomé Esteban Murillo;4A;En el bosque de la luz de las luciérnagas;Romántica;Cuando era pequeña, Hotaru se perdió en el bosque cerca del lugar donde va todos los veranos, la casa de su tío. Allí tuvo un extraño encuentro con Gin que la ayuda a encontrar el camino de vuelta. Gin es un joven que lleva una máscara blanca y que, debido a un hechizo, no puede ser tocado por ningún humano. Ella empieza a visitarlo todos los veranos según va creciendo, mientras espera la llegada del verano, para que su tiempo juntos continúe.;Takahiro Omori
152;09/01/2024;;9707193C;Aitor;Herrera;Roman;aitor.herrera.roman@gmail.com;646020411;47000;23/04/1992;77;3;Izq.;Rosalía de Castro;3Izq.;En el bosque de la luz de las luciérnagas;Romántica;Cuando era pequeña, Hotaru se perdió en el bosque cerca del lugar donde va todos los veranos, la casa de su tío. Allí tuvo un extraño encuentro con Gin que la ayuda a encontrar el camino de vuelta. Gin es un joven que lleva una máscara blanca y que, debido a un hechizo, no puede ser tocado por ningún humano. Ella empieza a visitarlo todos los veranos según va creciendo, mientras espera la llegada del verano, para que su tiempo juntos continúe.;Takahiro Omori
153;14/01/2024;;9737608Y;Jose angel;Crespo;Nuñez;jose angel.crespo.nuñez@gmail.com;669370813;47003;07/10/2016;24;1;Izq.;Emilia Pardo Bazán;1Izq.;En el bosque de la luz de las luciérnagas;Romántica;Cuando era pequeña, Hotaru se perdió en el bosque cerca del lugar donde va todos los veranos, la casa de su tío. Allí tuvo un extraño encuentro con Gin que la ayuda a encontrar el camino de vuelta. Gin es un joven que lleva una máscara blanca y que, debido a un hechizo, no puede ser tocado por ningún humano. Ella empieza a visitarlo todos los veranos según va creciendo, mientras espera la llegada del verano, para que su tiempo juntos continúe.;Takahiro Omori
154;18/01/2024;19/01/2024;7719170W;Aitor;Ibañez;Morales;aitor.ibañez.morales@gmail.com;683249365;47009;04/02/2002;49;1;Der.;María Zambrano;1Der.;American History X;Drama;Derek (Edward Norton) es un joven californiano que se convierte en el líder de una banda de neonazis tras el asesinato de su padre. Su hermano pequeño, Danny, le admira y sigue sus pasos de odio y violencia. Cuando Derek mata a dos ladrones negros, es condenado a tres años de cárcel, donde cambia su forma de pensar al conocer a otros presos. Al salir, intenta alejar a Danny del racismo y la delincuencia, pero se encuentra con la resistencia de sus antiguos compañeros y las consecuencias de su pasado.;Tony Kaye
154;25/01/2024;26/01/2024;7386143S;Marta;Santiago;Rubio;marta.santiago.rubio@gmail.com;667115015;47006;01/03/2017;71;2;D;Mariana Pineda;2D;American History X;Drama;Derek (Edward Norton) es un joven californiano que se convierte en el líder de una banda de neonazis tras el asesinato de su padre. Su hermano pequeño, Danny, le admira y sigue sus pasos de odio y violencia. Cuando Derek mata a dos ladrones negros, es condenado a tres años de cárcel, donde cambia su forma de pensar al conocer a otros presos. Al salir, intenta alejar a Danny del racismo y la delincuencia, pero se encuentra con la resistencia de sus antiguos compañeros y las consecuencias de su pasado.;Tony Kaye
154;27/01/2024;;8552386C;Domingo;Mora;Ibañez;domingo.mora.ibañez@gmail.com;618225142;47000;08/04/2000;57;4;B;Reina Sofía;4B;American History X;Drama;Derek (Edward Norton) es un joven californiano que se convierte en el líder de una banda de neonazis tras el asesinato de su padre. Su hermano pequeño, Danny, le admira y sigue sus pasos de odio y violencia. Cuando Derek mata a dos ladrones negros, es condenado a tres años de cárcel, donde cambia su forma de pensar al conocer a otros presos. Al salir, intenta alejar a Danny del racismo y la delincuencia, pero se encuentra con la resistencia de sus antiguos compañeros y las consecuencias de su pasado.;Tony Kaye
155;27/01/2024;;9554616W;Ana maria;Flores;Marin;ana maria.flores.marin@gmail.com;681962651;47008;23/08/1991;99;3;B;Ramón y Cajal;3B;American History X;Drama;Derek (Edward Norton) es un joven californiano que se convierte en el líder de una banda de neonazis tras el asesinato de su padre. Su hermano pequeño, Danny, le admira y sigue sus pasos de odio y violencia. Cuando Derek mata a dos ladrones negros, es condenado a tres años de cárcel, donde cambia su forma de pensar al conocer a otros presos. Al salir, intenta alejar a Danny del racismo y la delincuencia, pero se encuentra con la resistencia de sus antiguos compañeros y las consecuencias de su pasado.;Tony Kaye
156;24/01/2024;;7386143S;Marta;Santiago;Rubio;marta.santiago.rubio@gmail.com;667115015;47006;01/03/2017;71;2;D;Mariana Pineda;2D;El silencio de los corderos;Crimen;El FBI busca a 'Buffalo Bill', un asesino en serie que mata a sus víctimas, todas adolescentes, después de prepararlas minuciosamente y arrancarles la piel. Para poder atraparlo recurren a Clarice Starling, una brillante licenciada universitaria, experta en conductas psicópatas, que aspira a formar parte del FBI. Siguiendo las instrucciones de su jefe, Jack Crawford, Clarice visita la cárcel de alta seguridad donde el gobierno mantiene encerrado a Hannibal Lecter, antiguo psicoanalista y asesino, dotado de una inteligencia superior a la normal. Su misión será intentar sacarle información sobre los patrones de conducta de 'Buffalo Bill'.;Jonathan Demme
157;21/01/2024;;7402615L;Eva;Hidalgo;Cortes;eva.hidalgo.cortes@gmail.com;666238181;47003;02/09/2010;57;2;A;Fuente;2A;El silencio de los corderos;Crimen;El FBI busca a 'Buffalo Bill', un asesino en serie que mata a sus víctimas, todas adolescentes, después de prepararlas minuciosamente y arrancarles la piel. Para poder atraparlo recurren a Clarice Starling, una brillante licenciada universitaria, experta en conductas psicópatas, que aspira a formar parte del FBI. Siguiendo las instrucciones de su jefe, Jack Crawford, Clarice visita la cárcel de alta seguridad donde el gobierno mantiene encerrado a Hannibal Lecter, antiguo psicoanalista y asesino, dotado de una inteligencia superior a la normal. Su misión será intentar sacarle información sobre los patrones de conducta de 'Buffalo Bill'.;Jonathan Demme
158;19/01/2024;20/01/2024;3252617A;Pilar;Marquez;Lozano;pilar.marquez.lozano@gmail.com;621541699;47000;13/07/2000;95;1;B;Eras;1B;El silencio de los corderos;Crimen;El FBI busca a 'Buffalo Bill', un asesino en serie que mata a sus víctimas, todas adolescentes, después de prepararlas minuciosamente y arrancarles la piel. Para poder atraparlo recurren a Clarice Starling, una brillante licenciada universitaria, experta en conductas psicópatas, que aspira a formar parte del FBI. Siguiendo las instrucciones de su jefe, Jack Crawford, Clarice visita la cárcel de alta seguridad donde el gobierno mantiene encerrado a Hannibal Lecter, antiguo psicoanalista y asesino, dotado de una inteligencia superior a la normal. Su misión será intentar sacarle información sobre los patrones de conducta de 'Buffalo Bill'.;Jonathan Demme
158;21/01/2024;;7070649N;Albert;Cruz;Gomez;albert.cruz.gomez@gmail.com;632333185;47006;23/02/2015;3;3;C;Constitución;3C;El silencio de los corderos;Crimen;El FBI busca a 'Buffalo Bill', un asesino en serie que mata a sus víctimas, todas adolescentes, después de prepararlas minuciosamente y arrancarles la piel. Para poder atraparlo recurren a Clarice Starling, una brillante licenciada universitaria, experta en conductas psicópatas, que aspira a formar parte del FBI. Siguiendo las instrucciones de su jefe, Jack Crawford, Clarice visita la cárcel de alta seguridad donde el gobierno mantiene encerrado a Hannibal Lecter, antiguo psicoanalista y asesino, dotado de una inteligencia superior a la normal. Su misión será intentar sacarle información sobre los patrones de conducta de 'Buffalo Bill'.;Jonathan Demme
159;07/01/2024;;6590576H;Jaime;Morales;Soler;jaime.morales.soler@gmail.com;699944454;47001;20/06/2002;38;3;Der.;Sol;3Der.;La princesa Mononoke;Aventura;Tras sufrir el ataque de un monstruoso jabalí maldito, el joven Ashitaka emprende el camino en busca de la cura que detenga la infección. Mientras, los humanos están acabando con los bosques y los dioses convertidos en temibles bestias hacen todo lo posible por protegerlo encabezados por Mononoke, una princesa guerrera. Ashikata deberá escoger bando y decidir si ayudar a los hombres o las deidades intentando detener la maldición de su herida que se extiende por su cuerpo sin cuartel.;Hayao Miyazaki
160;13/01/2024;14/01/2024;4437589S;Pedro;Iglesias;Garrido;pedro.iglesias.garrido@gmail.com;634143203;47000;02/12/1999;34;1;B;Federico García Lorca;1B;La princesa Mononoke;Aventura;Tras sufrir el ataque de un monstruoso jabalí maldito, el joven Ashitaka emprende el camino en busca de la cura que detenga la infección. Mientras, los humanos están acabando con los bosques y los dioses convertidos en temibles bestias hacen todo lo posible por protegerlo encabezados por Mononoke, una princesa guerrera. Ashikata deberá escoger bando y decidir si ayudar a los hombres o las deidades intentando detener la maldición de su herida que se extiende por su cuerpo sin cuartel.;Hayao Miyazaki
160;19/01/2024;20/01/2024;6938009J;Xavier;Caballero;Fuentes;xavier.caballero.fuentes@gmail.com;671280006;47004;05/02/2000;89;1;B;Iglesia;1B;La princesa Mononoke;Aventura;Tras sufrir el ataque de un monstruoso jabalí maldito, el joven Ashitaka emprende el camino en busca de la cura que detenga la infección. Mientras, los humanos están acabando con los bosques y los dioses convertidos en temibles bestias hacen todo lo posible por protegerlo encabezados por Mononoke, una princesa guerrera. Ashikata deberá escoger bando y decidir si ayudar a los hombres o las deidades intentando detener la maldición de su herida que se extiende por su cuerpo sin cuartel.;Hayao Miyazaki
160;26/01/2024;27/01/2024;6121885K;Joaquin;Gil;Diaz;joaquin.gil.diaz@gmail.com;610203487;47005;29/07/2009;13;4;A;Miguel de Cervantes;4A;La princesa Mononoke;Aventura;Tras sufrir el ataque de un monstruoso jabalí maldito, el joven Ashitaka emprende el camino en busca de la cura que detenga la infección. Mientras, los humanos están acabando con los bosques y los dioses convertidos en temibles bestias hacen todo lo posible por protegerlo encabezados por Mononoke, una princesa guerrera. Ashikata deberá escoger bando y decidir si ayudar a los hombres o las deidades intentando detener la maldición de su herida que se extiende por su cuerpo sin cuartel.;Hayao Miyazaki
160;02/02/2024;;2537526M;Jose antonio;Guerrero;Molina;jose antonio.guerrero.molina@gmail.com;675872614;47007;30/11/1991;17;3;Izq.;Dulcinea;3Izq.;La princesa Mononoke;Aventura;Tras sufrir el ataque de un monstruoso jabalí maldito, el joven Ashitaka emprende el camino en busca de la cura que detenga la infección. Mientras, los humanos están acabando con los bosques y los dioses convertidos en temibles bestias hacen todo lo posible por protegerlo encabezados por Mononoke, una princesa guerrera. Ashikata deberá escoger bando y decidir si ayudar a los hombres o las deidades intentando detener la maldición de su herida que se extiende por su cuerpo sin cuartel.;Hayao Miyazaki
161;27/01/2024;;6101425P;Maria isabel;Saez;Castro;maria isabel.saez.castro@gmail.com;669188648;47006;03/08/1997;45;1;B;Nueva;1B;La princesa Mononoke;Aventura;Tras sufrir el ataque de un monstruoso jabalí maldito, el joven Ashitaka emprende el camino en busca de la cura que detenga la infección. Mientras, los humanos están acabando con los bosques y los dioses convertidos en temibles bestias hacen todo lo posible por protegerlo encabezados por Mononoke, una princesa guerrera. Ashikata deberá escoger bando y decidir si ayudar a los hombres o las deidades intentando detener la maldición de su herida que se extiende por su cuerpo sin cuartel.;Hayao Miyazaki
162;27/01/2024;28/01/2024;6693383S;Rodrigo;Mendez;Cruz;rodrigo.mendez.cruz@gmail.com;674794168;47008;26/01/2015;10;2;A;Reina Sofía;2A;El gran dictador;Comedia;Un humilde barbero judío tiene un parecido asombroso con el dictador de la nación Tomania, que promete sacar adelante y que culpa a los judíos de la situación del país. El dictador ataca al país fronterizo, pero es confundido con el barbero por sus propios guardias, siendo ingresado en un campo de concentración. Simultáneamente, el pobre barbero es confundido con el dictador...;Charlie Chaplin
162;01/02/2024;;4435315H;Lidia;Rubio;Benitez;lidia.rubio.benitez@gmail.com;621419327;47003;12/09/1993;91;2;Der.;Concepción Arenal;2Der.;El gran dictador;Comedia;Un humilde barbero judío tiene un parecido asombroso con el dictador de la nación Tomania, que promete sacar adelante y que culpa a los judíos de la situación del país. El dictador ataca al país fronterizo, pero es confundido con el barbero por sus propios guardias, siendo ingresado en un campo de concentración. Simultáneamente, el pobre barbero es confundido con el dictador...;Charlie Chaplin
163;04/01/2024;;1396452F;Maria carmen;Crespo;Reyes;maria carmen.crespo.reyes@gmail.com;607425989;47005;17/11/2000;58;1;A;Francisco de Goya;1A;El gran dictador;Comedia;Un humilde barbero judío tiene un parecido asombroso con el dictador de la nación Tomania, que promete sacar adelante y que culpa a los judíos de la situación del país. El dictador ataca al país fronterizo, pero es confundido con el barbero por sus propios guardias, siendo ingresado en un campo de concentración. Simultáneamente, el pobre barbero es confundido con el dictador...;Charlie Chaplin
164;02/02/2024;;6121885K;Joaquin;Gil;Diaz;joaquin.gil.diaz@gmail.com;610203487;47005;29/07/2009;13;4;A;Miguel de Cervantes;4A;El gran dictador;Comedia;Un humilde barbero judío tiene un parecido asombroso con el dictador de la nación Tomania, que promete sacar adelante y que culpa a los judíos de la situación del país. El dictador ataca al país fronterizo, pero es confundido con el barbero por sus propios guardias, siendo ingresado en un campo de concentración. Simultáneamente, el pobre barbero es confundido con el dictador...;Charlie Chaplin
165;31/01/2024;01/02/2024;8568516G;Carla;Rojas;Pastor;carla.rojas.pastor@gmail.com;613713642;47008;12/10/1990;65;3;D;Hernán Cortés;3D;El gran dictador;Comedia;Un humilde barbero judío tiene un parecido asombroso con el dictador de la nación Tomania, que promete sacar adelante y que culpa a los judíos de la situación del país. El dictador ataca al país fronterizo, pero es confundido con el barbero por sus propios guardias, siendo ingresado en un campo de concentración. Simultáneamente, el pobre barbero es confundido con el dictador...;Charlie Chaplin
165;01/02/2024;;6162443F;Rodrigo;Muñoz;Muñoz;rodrigo.muñoz.muñoz@gmail.com;607661550;47001;23/10/2006;51;1;A;Antonio Machado;1A;El gran dictador;Comedia;Un humilde barbero judío tiene un parecido asombroso con el dictador de la nación Tomania, que promete sacar adelante y que culpa a los judíos de la situación del país. El dictador ataca al país fronterizo, pero es confundido con el barbero por sus propios guardias, siendo ingresado en un campo de concentración. Simultáneamente, el pobre barbero es confundido con el dictador...;Charlie Chaplin
166;04/01/2024;05/01/2024;9554616W;Ana maria;Flores;Marin;ana maria.flores.marin@gmail.com;681962651;47008;23/08/1991;99;3;B;Ramón y Cajal;3B;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
166;25/01/2024;;8568516G;Carla;Rojas;Pastor;carla.rojas.pastor@gmail.com;613713642;47008;12/10/1990;65;3;D;Hernán Cortés;3D;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
167;09/01/2024;10/01/2024;4652257R;Jose ignacio;Rodriguez;Gallardo;jose ignacio.rodriguez.gallardo@gmail.com;628297793;47009;12/01/1998;70;2;D;Fuente;2D;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
167;15/01/2024;16/01/2024;9681358Z;Maria dolores;Flores;Iglesias;maria dolores.flores.iglesias@gmail.com;611914952;47003;20/08/2016;99;1;C;Dolores Ibárruri;1C;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
167;26/01/2024;27/01/2024;6810904Y;Hugo;Torres;Ferrer;hugo.torres.ferrer@gmail.com;649016903;47006;05/06/1994;50;1;Der.;Federico García Lorca;1Der.;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
167;27/01/2024;;8552386C;Domingo;Mora;Ibañez;domingo.mora.ibañez@gmail.com;618225142;47000;08/04/2000;57;4;B;Reina Sofía;4B;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
168;27/01/2024;;9681358Z;Maria dolores;Flores;Iglesias;maria dolores.flores.iglesias@gmail.com;611914952;47003;20/08/2016;99;1;C;Dolores Ibárruri;1C;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
169;17/01/2024;18/01/2024;4437589S;Pedro;Iglesias;Garrido;pedro.iglesias.garrido@gmail.com;634143203;47000;02/12/1999;34;1;B;Federico García Lorca;1B;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
169;21/01/2024;;6101425P;Maria isabel;Saez;Castro;maria isabel.saez.castro@gmail.com;669188648;47006;03/08/1997;45;1;B;Nueva;1B;El crepúsculo de los dioses;Drama;Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.;Billy Wilder
170;29/01/2024;30/01/2024;7281621M;Jorge;Mendez;Alvarez;jorge.mendez.alvarez@gmail.com;615944300;47006;26/05/2002;56;3;Izq.;Sol;3Izq.;Josee, el tigre y los peces;Animación;Tsuneo es un estudiante que trabaja medio tiempo en un salón de Mah-Jong. Últimamente, los clientes hablan de una anciana que empuja una misteriosa carreola en las calles. Un día, descubre que es una joven parapléjica llamada Kumiko quien está allí y que se hace llamar Josee en referencia a su libro favorito. Entre ellos se desarrolla una amistad que poco a poco se convierte en amor.;Kotaro Tamura
170;02/02/2024;;8843886H;Jaime;Rojas;Gimenez;jaime.rojas.gimenez@gmail.com;600852997;47009;28/08/2011;38;4;C;Constitución;4C;Josee, el tigre y los peces;Animación;Tsuneo es un estudiante que trabaja medio tiempo en un salón de Mah-Jong. Últimamente, los clientes hablan de una anciana que empuja una misteriosa carreola en las calles. Un día, descubre que es una joven parapléjica llamada Kumiko quien está allí y que se hace llamar Josee en referencia a su libro favorito. Entre ellos se desarrolla una amistad que poco a poco se convierte en amor.;Kotaro Tamura
171;01/02/2024;;6162443F;Rodrigo;Muñoz;Muñoz;rodrigo.muñoz.muñoz@gmail.com;607661550;47001;23/10/2006;51;1;A;Antonio Machado;1A;Josee, el tigre y los peces;Animación;Tsuneo es un estudiante que trabaja medio tiempo en un salón de Mah-Jong. Últimamente, los clientes hablan de una anciana que empuja una misteriosa carreola en las calles. Un día, descubre que es una joven parapléjica llamada Kumiko quien está allí y que se hace llamar Josee en referencia a su libro favorito. Entre ellos se desarrolla una amistad que poco a poco se convierte en amor.;Kotaro Tamura
172;31/01/2024;01/02/2024;8958239S;Juana;Peña;Sanz;juana.peña.sanz@gmail.com;618221724;47006;12/07/2001;28;2;Der.;Agustina de Aragón;2Der.;Dedicada A Mi Ex;Drama;La película cuenta la historia de Ariel, un joven de 21 años que decide formar una banda de rock para competir por un premio de diez mil dólares en un concurso de bandas musicales, esta es la última opción cuando intenta obtener dinero para salvar su relación. y se reúne con su ex novia, que se rompe debido al viaje que debe hacer a Finlandia para una pasantía. Ariel con su amiga Ortega, decide hacer un casting para encontrar a los otros miembros de la banda, aunque no saben nada de música, formando así una banda con miembros que tienen personalidades diversas y opuestas.;Jorge Ulloa
172;02/02/2024;;9681358Z;Maria dolores;Flores;Iglesias;maria dolores.flores.iglesias@gmail.com;611914952;47003;20/08/2016;99;1;C;Dolores Ibárruri;1C;Dedicada A Mi Ex;Drama;La película cuenta la historia de Ariel, un joven de 21 años que decide formar una banda de rock para competir por un premio de diez mil dólares en un concurso de bandas musicales, esta es la última opción cuando intenta obtener dinero para salvar su relación. y se reúne con su ex novia, que se rompe debido al viaje que debe hacer a Finlandia para una pasantía. Ariel con su amiga Ortega, decide hacer un casting para encontrar a los otros miembros de la banda, aunque no saben nada de música, formando así una banda con miembros que tienen personalidades diversas y opuestas.;Jorge Ulloa
173;26/01/2024;;8552386C;Domingo;Mora;Ibañez;domingo.mora.ibañez@gmail.com;618225142;47000;08/04/2000;57;4;B;Reina Sofía;4B;Dedicada A Mi Ex;Drama;La película cuenta la historia de Ariel, un joven de 21 años que decide formar una banda de rock para competir por un premio de diez mil dólares en un concurso de bandas musicales, esta es la última opción cuando intenta obtener dinero para salvar su relación. y se reúne con su ex novia, que se rompe debido al viaje que debe hacer a Finlandia para una pasantía. Ariel con su amiga Ortega, decide hacer un casting para encontrar a los otros miembros de la banda, aunque no saben nada de música, formando así una banda con miembros que tienen personalidades diversas y opuestas.;Jorge Ulloa
174;14/01/2024;;6098616M;Javier;Dominguez;Lozano;javier.dominguez.lozano@gmail.com;616805343;47008;03/11/2010;42;2;Der.;María Zambrano;2Der.;Dedicada A Mi Ex;Drama;La película cuenta la historia de Ariel, un joven de 21 años que decide formar una banda de rock para competir por un premio de diez mil dólares en un concurso de bandas musicales, esta es la última opción cuando intenta obtener dinero para salvar su relación. y se reúne con su ex novia, que se rompe debido al viaje que debe hacer a Finlandia para una pasantía. Ariel con su amiga Ortega, decide hacer un casting para encontrar a los otros miembros de la banda, aunque no saben nada de música, formando así una banda con miembros que tienen personalidades diversas y opuestas.;Jorge Ulloa
175;21/01/2024;;3252617A;Pilar;Marquez;Lozano;pilar.marquez.lozano@gmail.com;621541699;47000;13/07/2000;95;1;B;Eras;1B;Neon Genesis Evangelion: The End of Evangelion;Animación;"Segunda de las 2 películas, ""Neon Genesis Evangelion: Death & Rebirth"", que trataban de dar un cierre a la altura de la serie Neon Genesis Evangelion, pues terminó de una forma críptica y hermética con su último capítulo 26, duramente criticado. La segunda parte, ""Rebirth"",  duraba 27 minutos y trataba los capítulos 25 y 26. Se estrenó en cines en 1997 y fue todo un éxito de taquilla en Japón. Y aún así, supo a poco, así que se reinterpretaron y reeditaron de nuevo esos dos episodios en una nueva película llamada The End of Evangelion que duraba hora y media y daba a toda la historia un final aún más oscuro.";Kazuya Tsurumaki
176;03/01/2024;04/01/2024;2950461K;Maria rosa;Herrera;Nuñez;maria rosa.herrera.nuñez@gmail.com;674343471;47003;24/07/2003;76;3;D;Pablo Picasso;3D;Neon Genesis Evangelion: The End of Evangelion;Animación;"Segunda de las 2 películas, ""Neon Genesis Evangelion: Death & Rebirth"", que trataban de dar un cierre a la altura de la serie Neon Genesis Evangelion, pues terminó de una forma críptica y hermética con su último capítulo 26, duramente criticado. La segunda parte, ""Rebirth"",  duraba 27 minutos y trataba los capítulos 25 y 26. Se estrenó en cines en 1997 y fue todo un éxito de taquilla en Japón. Y aún así, supo a poco, así que se reinterpretaron y reeditaron de nuevo esos dos episodios en una nueva película llamada The End of Evangelion que duraba hora y media y daba a toda la historia un final aún más oscuro.";Kazuya Tsurumaki
176;31/01/2024;;7386143S;Marta;Santiago;Rubio;marta.santiago.rubio@gmail.com;667115015;47006;01/03/2017;71;2;D;Mariana Pineda;2D;Neon Genesis Evangelion: The End of Evangelion;Animación;"Segunda de las 2 películas, ""Neon Genesis Evangelion: Death & Rebirth"", que trataban de dar un cierre a la altura de la serie Neon Genesis Evangelion, pues terminó de una forma críptica y hermética con su último capítulo 26, duramente criticado. La segunda parte, ""Rebirth"",  duraba 27 minutos y trataba los capítulos 25 y 26. Se estrenó en cines en 1997 y fue todo un éxito de taquilla en Japón. Y aún así, supo a poco, así que se reinterpretaron y reeditaron de nuevo esos dos episodios en una nueva película llamada The End of Evangelion que duraba hora y media y daba a toda la historia un final aún más oscuro.";Kazuya Tsurumaki
